N,P,K,temperature,ph,label
66,47,36,24.85441411,6.573,jute
80,52,39,26.41915161,7.166,jute
89,52,45,24.89326318,7.207,jute
77,51,44,23.25583402,7.124,jute
94,37,41,24.7634518,6.464,jute
75,41,35,24.97042599,6.857,jute
60,55,36,26.12797248,7.132,jute
62,56,35,25.97825807,6.235,jute
84,40,42,26.2830571,6.704,jute
100,56,40,26.38905406,7.433,jute
75,56,44,25.2746335,6.109,jute
78,46,42,23.09499564,7.095,jute
82,48,36,25.79351957,6.352,jute
100,58,41,23.17403323,6.659,jute
88,50,40,25.63215038,7.052,jute
67,41,40,25.84879500000001,7.333,jute
72,42,43,26.56767277,6.353,jute
89,40,43,26.24532085,7.124,jute
89,57,43,26.91515043,6.999,jute
61,41,44,24.36972377,6.538,jute
79,45,43,25.71901283,7.171,jute
84,40,43,25.01157559,7.228,jute
98,43,35,25.40785911,7.32,jute
75,36,44,23.28081,6.613,jute
89,58,35,23.98651719,6.097,jute
91,41,37,24.48556447,6.133,jute
77,48,36,25.86705009,7.36,jute
66,58,35,23.5643831,7.322,jute
62,59,41,24.2248758,7.175,jute
82,35,35,25.49386782,7.299,jute
61,41,35,24.97178693,6.843,jute
99,57,38,24.80624984,6.356,jute
70,42,43,23.16814977,6.508,jute
90,59,35,24.25133493,7.098,jute
73,43,42,26.58361011,6.311,jute
67,46,44,26.82489244,7.093,jute
84,37,42,25.49674786,6.691,jute
72,41,36,24.09874353,6.188,jute
71,56,37,23.18866654,6.492,jute
64,53,38,26.24347471,6.855,jute
65,54,39,23.75091572,7.125,jute
60,58,37,26.13871511,6.067,jute
86,39,43,26.14576648,6.432,jute
90,50,44,26.91643698,6.253,jute
91,38,36,26.5232969,7.287,jute
87,48,38,23.81579631,7.162,jute
72,41,36,26.50838667,6.066,jute
71,54,35,26.63952463,7.311,jute
82,46,41,23.325013100000003,6.582,jute
71,52,43,26.47549543,6.733,jute
80,43,43,23.78756036,6.015,jute
77,55,43,25.49941707,6.664,jute
95,57,41,23.24925555,6.435,jute
63,47,35,26.98582182,7.433,jute
93,43,38,23.61475336,6.987,jute
87,44,43,23.87484465,6.719,jute
88,52,39,23.92887902,6.88,jute
90,39,37,24.81441246,6.861,jute
90,39,43,24.44743944,6.769,jute
84,38,43,26.57421679,7.262,jute
91,21,26,26.33377983,7.261,coffee
107,21,26,26.45288458,7.235,coffee
83,38,35,25.70822684,7.189,coffee
108,24,31,24.12832546,6.432,coffee
116,28,34,23.44372334,6.423,coffee
116,23,25,23.4123707,6.87,coffee
109,31,27,23.05951896,6.974,coffee
89,25,34,23.07895447,7.185,coffee
118,18,32,27.6496114,6.352,coffee
111,32,34,25.46743689,6.392,coffee
84,36,28,26.7350622,6.12,coffee
85,33,25,26.20811417,6.911,coffee
99,15,27,27.0424167,6.501,coffee
81,30,31,24.65090184,7.028,coffee
95,39,29,27.35152643,7.134,coffee
81,34,30,25.17787724,6.648,coffee
80,15,28,23.11438731,6.703,coffee
104,20,26,27.22783677,7.493,coffee
109,29,28,23.26316991,6.725,coffee
100,32,26,25.234661,6.043,coffee
100,24,28,25.59535262,7.102,coffee
83,21,28,25.5674832,7.467,coffee
120,23,28,25.67324193,6.878,coffee
104,26,30,24.40726724,6.411,coffee
108,33,31,23.69287069,7.394,coffee
91,25,26,24.53460016,7.482,coffee
86,26,27,27.13140403,6.081,coffee
98,18,27,27.56088634,6.516,coffee
111,27,31,23.59302313,6.043,coffee
84,39,35,23.17714381,6.959,coffee
98,27,27,24.71384065,7.238,coffee
118,21,34,24.38534644,7.234,coffee
103,27,31,27.15998538,6.692,coffee
82,24,33,26.53543168,6.81,coffee
86,31,35,27.01207284,6.486,coffee
88,35,35,27.55906475,6.784,coffee
84,27,29,23.32293161,7.167,coffee
120,40,33,24.23850608,6.734,coffee
106,40,30,23.42611644,6.78,coffee
113,21,33,26.02241444,7.277,coffee
117,34,25,24.83846178,7.213,coffee
80,30,25,26.24092174,7.487,coffee
88,21,27,24.43011925,7.231,coffee
113,33,34,26.00373964,6.56,coffee
87,23,28,26.22367404,6.98,coffee
113,15,29,27.09617155,6.779,coffee
98,29,30,25.64004392,6.218,coffee
97,29,27,27.74576987,7.205,coffee
85,35,32,26.24928198,6.854,coffee
82,29,35,26.67377159,6.247,coffee
103,33,25,27.10210397,6.911,coffee
112,17,28,27.62975458,6.777,coffee
99,19,33,27.536454700000004,6.274,coffee
120,20,34,23.56960509,6.906,coffee
114,27,28,24.99451759,7.163,coffee
100,40,35,27.56441788,6.956,coffee
108,35,25,23.98143338,6.972,coffee
115,31,30,24.22984659,6.841,coffee
87,28,30,25.60153969,6.537,coffee
82,24,26,24.31274458,6.089,coffee
94,26,27,26.36629861,7.456,coffee
87,28,35,26.5602777,6.759,coffee
118,40,35,26.35034208,7.46,coffee
87,38,29,25.20406808,6.653,coffee
92,40,30,23.35723208,6.026,coffee
97,22,26,23.60567546,6.074,coffee
99,40,32,24.18471151,7.046,coffee
89,28,33,26.44414097,6.993,coffee
112,39,29,26.12492233,6.727,coffee
111,28,26,27.77363343,6.937,coffee
114,20,26,25.55656667,7.279,coffee
117,26,30,27.92374437,7.08,coffee
111,29,31,26.05968403,6.136,coffee
119,30,28,26.35770906,6.505,coffee
116,40,33,24.91370487,7.042,coffee
95,37,35,27.31317116,6.348,coffee
86,40,33,26.1387869,7.432,coffee
117,37,32,23.1069385,6.788,coffee
105,18,35,23.52648086,6.743,coffee
109,23,25,25.11711046,7.007,coffee
80,18,31,24.02952505,7.303,coffee
101,31,26,26.70897548,6.861,coffee
103,33,33,26.71717393,7.131,coffee
93,26,27,24.59245684,7.288,coffee
104,35,28,27.51006055,6.984,coffee
116,36,25,27.57847581,6.172,coffee
107,38,29,26.65069302,6.351,coffee
101,33,33,26.97251562,6.909,coffee
107,31,31,23.17124551,6.766,coffee
99,16,30,23.52652084,6.393,coffee
103,40,30,27.30901814,6.348,coffee
118,31,34,27.54823036,6.124,coffee
106,21,35,25.627355,7.429,coffee
116,38,34,23.29250318,6.021,coffee
97,35,26,24.91461008,6.335,coffee
107,34,32,26.77463708,6.78,coffee
99,15,27,27.41711238,6.087,coffee
118,33,30,24.13179691,6.363,coffee
117,32,34,26.2724184,6.759,coffee
104,18,30,23.60301571,6.78,coffee
